ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/milestones/type.1,tender/milestones/title.1,tender/milestones/dueDate.1,tender/bidOpening/date,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2021_BTC_23312_1,tender,tender,1,29-09-2022,2021_BTC_23312_1,ACE-38/KOK(R/IFB/Pt-I/16-17/14,Construction of road from Hakma Forest Samaijhora Main Road via Ghugujhora in Kokrajhar Rural Road Division under SOPD for the year 2021-22. (TN No.35_09).,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"1,25,82,351",11-05-2021 10:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,15-11-2021 14:00,NA,Bodoland Territorial Council-PWD,2021-2022
ocds-kjhdrl-2021_HB_22270_1,tender,tender,1,29-09-2022,2021_HB_22270_1,CJN./TEN/01/01/2021/972,Supply of Group A articles for the year 2021-22 for Central Jail Nagaon and Special Jail Nagaon,Goods,Open Tender,Supply,Food Products,NA,No,No,,27-07-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,09-08-2021 14:30,NA,Home B,2021-2022
ocds-kjhdrl-2022_HFWD_24869_1,tender,tender,1,29-09-2022,2022_HFWD_24869_1,ASBTC/UPS/GMCH/2021/1790/75,Online UPS,Goods,Open Tender,Item Rate,Electronics Equipment,NA,No,No,,28-03-2022 12:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,AOC,NA,assessment,Price Bid Opening Date,NA,10-05-2022 11:00,NA,Health and Family Welfare Department,2021-2022
ocds-kjhdrl-2021_HB_22235_1,tender,tender,1,29-09-2022,2021_HB_22235_1,SCJ.174/2021/2101,Supply Of Dietary and other Articles For Central Jail Silchar For The Financial Year 2021-2022 (Group A),Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,,24-07-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,07-08-2021 14:00,NA,Home B,2021-2022
ocds-kjhdrl-2022_GMC_24485_107,tender,tender,1,29-09-2022,2022_GMC_24485_107,GER/CE/2008/2021/Part-B/05,"Improvement of Drain and Wall Islampur Road, ward no. 13",Works,Open Tender,Percentage,Civil Works,NA,No,No,"5,00,000",28-02-2022 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_TDA_23687_1,tender,tender,1,29-09-2022,2021_TDA_23687_1,CT.MV/241/2021/9727,Supply Customization Implementation and Maintenance of Automated Driving Testing Centre,Services,Open Tender,Item Rate,Information Technology,NA,No,No,,14-12-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,05-01-2022 15:00,NA,Transport Department,2021-2022
ocds-kjhdrl-2021_PWBNH_21763_1,tender,tender,1,29-09-2022,2021_PWBNH_21763_1,GAC-COV-19/02,"Construction of 15 bedded ICU and 32 Bedded Step Down ICU, Air Conditioning and other Electrical works at Govt. Ayurvedic College and Hospital (COVID-19 Hospital), Jalukbari",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"1,79,46,700",29-05-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,15-06-2021 13:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_APDCL_23009_1,tender,tender,1,29-09-2022,2021_APDCL_23009_1,CAR/SSOutsourcing/NGN-B,SS O and M Outsourcing,Works,Open Tender,Works,Electrical Works,NA,No,No,,21-09-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,06-10-2021 14:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_HFWD_23471_1,tender,tender,1,29-09-2022,2021_HFWD_23471_1,"DME/Ophtha/270/2021/20881, Dated 20-11-2021",Supply and installation of equipment related to Ophthalmology Department,Goods,Open Tender,Item Rate,Medical Equipments/Waste,NA,No,No,,23-11-2021 14:10,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,08-02-2022 17:00,NA,Health and Family Welfare Department,2021-2022
ocds-kjhdrl-2021_APHC_23134_1,tender,tender,1,29-09-2022,2021_APHC_23134_1,APHC/CS/18/2020-21_ KarimganjPS,Renovation of existing RCC 2 storied PS Building with provision of Reception and Conference Hall etc. in existing PS under at Karimganj P.S. in Karimganj District MOITRI Scheme.,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"1,40,49,180",10-08-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,26-10-2021 14:30,NA,Assam Police Housing Corporation Ltd,2021-2022
ocds-kjhdrl-2022_DAASC_24054_40,tender,tender,1,29-09-2022,2022_DAASC_24054_40,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/218,"Construction of office building of the ADO including sanitary, water supply and electrification works and supply of furniture at Pub-Kandulimari, Hojai, Jugijan ADO circle Dist. Hojai",Works,Open Tender,Works,Civil Works,NA,No,No,"60,00,000",18-01-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,01-02-2022 11:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_PWD_21018_7,tender,tender,1,29-09-2022,2021_PWD_21018_7,DRC-XIII/16/98/NIT/TSK/166,"Construction of the Road from Robborguri Sonowal Gaon to Nepali Gaon (Total Length- 1.000km) under Tinsukia, DoomDooma and Sadia Territorial Road Division for year 2020-21 under SOPD (G) (LAC - DOOMDOOMA).",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,,02-10-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,6,assessment,Price Bid Opening Date,NA,20-02-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_DHUA_23836_1,tender,tender,1,29-09-2022,2021_DHUA_23836_1,CE/H and UA/Tech/17/21-22/ 03,REBUILDING OF GOLAGHAT GENERAL PUBLIC FIELD UNDER CIDF SOPD-ODS FOR THE YEAR 2021-22,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"1,58,98,000",27-12-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,04-01-2022 15:00,NA,Department of Housing and Urban Affairs,2021-2022
ocds-kjhdrl-2022_APDCL_24957_1,tender,tender,1,29-09-2022,2022_APDCL_24957_1,CGM_D_SS_NIT_22_74,Outsourcing of O and M activities under UAR,Services,Open Tender,Turn-key,Manpower Supply,NA,No,No,,04-02-2022 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,11-04-2022 15:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_PWD_23874_2,tender,tender,1,29-09-2022,2021_PWD_23874_2,DRC-XIII/16/98/NIT/DIB/Pt-I/35,Construction of Cheleng (joyasasoni ali) and Chelengchuk connecting Road (L- 1.3 Km from Ch 0.00m to Ch 1300.00 m) under SOPD-G for the year 2021 -2022 under Naharkatia LAC.,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"97,68,380",31-12-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Retender,NA,assessment,Price Bid Opening Date,NA,13-01-2022 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PCCF_21729_2,tender,tender,1,29-09-2022,2021_PCCF_21729_2,311 Dated 03052021,"Advance Work, Creation and Maintenance of 50 Ha AR Plantation along with erection of Fencing at Desangmukh under Sivasagar Range",Works,Open Tender,Works,Agricultural or Forestry,NA,No,No,"1,28,94,963",20-05-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,09-06-2021 15:30,NA,Pr. Chief Conservator of Forest and Head of Forest Force,2021-2022
ocds-kjhdrl-2021_DAASC_22680_1,tender,tender,1,29-09-2022,2021_DAASC_22680_1,AIF-RFP-2021-22,Hiring of Service Provider for establishment of Project Management Unit,Services,Open Tender,Supply,Consultancy,NA,No,No,,26-08-2021 17:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,60,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,17-09-2021 11:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_HB_21858_1,tender,tender,1,29-09-2022,2021_HB_21858_1,SCJ.174/2021/970/GROUP B,Supply Of Dietary and other Articles For Central Jail Silchar For The Financial Year 2021-2022,Goods,Open Tender,Supply,Food Products,NA,No,No,,06-12-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,18-06-2021 14:00,NA,Home B,2021-2022
ocds-kjhdrl-2021_BoTC_22220_1,tender,tender,1,29-09-2022,2021_BoTC_22220_1,EE(Agri)/Koj/BTC/e-Tender/1182,"Procurement of Tractor Operated Paddy Thresher under RKVY-RAFTAAR for the year, 2020-21",Goods,Open Tender,Supply,Farm Machinery and Equipments,NA,No,No,"93,60,000",23-07-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,02-08-2021 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_PWD_22713_21,tender,tender,1,29-09-2022,2021_PWD_22713_21,CE/STBR/ RIDF-XXVII/03/21-22/1 Dtd. 24 -08-2021,"RIDF-XXVII/Sivasagar/01 Improvement of road from Tetelitol Tini Ali to Halaguri Tini Ali under RIDF-XXVII for the year 2021-22 in PWRD, Sivasagar and Thowra Territorial Road Division under Thowra LAC.Length 9.30 Km",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"10,00,00,000",09-04-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,24-09-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2022_GMC_24485_19,tender,tender,1,29-09-2022,2022_GMC_24485_19,GER/CE/2008/2021/Part-B/05,Constrcution of new drain at byelane no-12 at Joymoti Naga,Works,Open Tender,Percentage,Civil Works,NA,No,No,"18,00,000",24-02-2022 18:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_PWD_22614_8,tender,tender,1,29-09-2022,2021_PWD_22614_8,DRC-XIII/16/98/NIT/DIB/Pt-I/25,"Construction of Sukapha Path (Ch. 0.00m to Ch. 1500.00m) under PWD Dibrugarh, Lahowal, Moran and Tingkhong Territorial Road Division under SOPD-G for the year 2021-22, Tingkhong LAC.",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"1,24,99,844",20-08-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,31-08-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2022_NHM_24722_5,tender,tender,1,29-09-2022,2022_NHM_24722_5,NHM 32050 46 2021 CONSTRUCTION NHM,REPAIRING RENOVATION OF 592 NOS OF SUB CENTER TO UPGRADE THEM AS HEALTH AND WELLNESS CENTRE AT VARIOUS PLACES OF ASSAM FROM ROP 2021 22 GROUP 48 9 NOS SC IN NALBARI DISTRICT,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"58,51,208",15-03-2022 09:05,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,25-03-2022 15:30,NA,National Health Mission,2021-2022
ocds-kjhdrl-2022_GMC_24485_31,tender,tender,1,29-09-2022,2022_GMC_24485_31,GER/CE/2008/2021/Part-B/05,"Basfor Colony drain ( Harijan-1), W/n-3",Works,Open Tender,Percentage,Civil Works,NA,No,No,"10,00,000",25-02-2022 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_APDCL_22580_1,tender,tender,1,29-09-2022,2021_APDCL_22580_1,APDCL/SOPD/AWC and PS/2021/LKP EC/11,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/11,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"94,73,337",25-08-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Both(Online/Offline),NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,01-10-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_APDCL_22912_1,tender,tender,1,29-09-2022,2021_APDCL_22912_1,APDCL/DDU-New/21/01/W-KARBI7,Rural Electrification (VEI) Works under Pkg. W-KARBI/DDUGJY-NEW/PKG-7,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"9,25,01,862",09-11-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,26-10-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_HB_22405_1,tender,tender,1,29-09-2022,2021_HB_22405_1,BCJ.11/2021/1088,"Supply of Group B Articles to District Jail, Biswanath Chariali during the financial year 2021-2022",Goods,Open Tender,Supply,Food Products,NA,No,No,,08-09-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,21-08-2021 09:30,NA,Home B,2021-2022
ocds-kjhdrl-2022_GMC_24485_25,tender,tender,1,29-09-2022,2022_GMC_24485_25,GER/CE/2008/2021/Part-B/05,Improvement of drain with Road ( ICBP ),Works,Open Tender,Percentage,Civil Works,NA,No,No,"19,00,000",25-02-2022 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_HFWD_23219_4,tender,tender,1,29-09-2022,2021_HFWD_23219_4,NO. SMEJ/JMCH/2571/2021/5383 Date.22/10/2021,"SUPPLY OF STATIONERY ITEMS ON RATE CONTRACT BASIS AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT-ASSAM",Goods,Open Tender,Supply,Stationery,NA,No,No,,16-12-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,AOC,2,assessment,Price Bid Opening Date,NA,28-12-2021 13:00,NA,Health and Family Welfare Department,2021-2022
ocds-kjhdrl-2021_PWBNH_23161_1,tender,tender,1,29-09-2022,2021_PWBNH_23161_1,SBC/CS/2021-22/04/282,land Development and Construction of Boundary Wall for Karimgnaj District Science Centre,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"1,05,09,251",13-10-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,21-10-2021 12:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_BoTC_23164_1,tender,tender,1,29-09-2022,2021_BoTC_23164_1,DA/BTC/K/e-Tender/2021-22/07,Supply of Strawberry (Tissue Culture) Plants,Goods,Open Tender,Supply,Crop Products,NA,No,No,"62,56,800",16-10-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,22-10-2021 16:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_ID_22152_3,tender,tender,1,29-09-2022,2021_ID_22152_3,"SEI/T-27/ET-I/2021-22/1, Dt.10/07/2021",SOLAR POWERED MDTWS AT PAKHIMORIA AND KHAGARIJAN AREA UNDER NAGAON DIVISION _IRRIGATION_ and SOLAR POWER MDTWS AT JURIA UNDER KALIABOR and INTD. KOLLONG DIVISION_IRRIGATION_UNDER RIDF_XXVI_NABARD_FOR THE YEAR 2020_21 package 3,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"29,62,000",07-12-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,02-08-2021 15:00,NA,Irrigation Department,2021-2022
ocds-kjhdrl-2021_NHM_23743_12,tender,tender,1,29-09-2022,2021_NHM_23743_12,NHM-32050/46/2021 Construction NHM 29,Repairing Renovation of 200 Nos of Sub Center to upgrade them as Health and Wellness Center at various places of Assam from RoP 2021 22 Group 14 9 nos SC in Sonitpur District,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"56,46,296",21-12-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,05-01-2022 13:00,NA,National Health Mission,2021-2022
ocds-kjhdrl-2021_APDCL_22538_1,tender,tender,1,29-09-2022,2021_APDCL_22538_1,APDCL/SOPD/AWC and PS/2021/CHR EC/06,Electrification of Anganwadi Centres and Primary Schools under PKG No. CHR EC/06,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"99,56,385",25-08-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Both(Online/Offline),NA,AOC,2,assessment,Price Bid Opening Date,NA,01-10-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_PWBNH_22609_1,tender,tender,1,29-09-2022,2021_PWBNH_22609_1,"GMC.35/2021/4 Dated, Guwahati the 9th August/2021",Model Blood Bank of Gauhati Medical College and Hospital at Guwahati under SOPD-G for FY 2021-2022,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"3,61,07,000",18-08-2021 12:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,07-09-2021 13:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2022_SSA_24069_1,tender,tender,1,29-09-2022,2022_SSA_24069_1,SSAPrePrimary_189_2018_8531,SUPPLY OF LOW HEIGHT PLASTIC TABLE AND CHAIR,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,"3,24,30,000",18-01-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,07-02-2022 15:00,NA,Axom Sarba Siksha Abhijan Mission,2021-2022
ocds-kjhdrl-2021_DAASC_23172_30,tender,tender,1,29-09-2022,2021_DAASC_23172_30,AGRI/ENGG/4874 /KC-XXVI /Bid/ 2020-21/10 11.10,"Construction of Thirty nos of Knowledge centre with training hall under RIDF, XXVI-Dima-Hasao-Dehangi",Works,Open Tender,Item Rate,Construction Works,NA,No,No,"1,03,16,485",20-10-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,22-11-2021 12:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_DAASC_23390_19,tender,tender,1,29-09-2022,2021_DAASC_23390_19,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,Works,Open Tender,Works,Civil Works,NA,No,No,"60,00,000",16-11-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,AOC,10,assessment,Price Bid Opening Date,NA,01-12-2021 11:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_ICD_22428_1,tender,tender,1,29-09-2022,2021_ICD_22428_1,AGCL/ERP/2021/02/206,Engagement of System Integrator (SI)/OEMs for procurement,Works,Open Tender,Works,Network /Communication Equipments,NA,No,No,,08-10-2021 16:45,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,NA,assessment,Price Bid Opening Date,NA,23-08-2021 15:30,NA,Industries and Commerce Department,2021-2022
ocds-kjhdrl-2022_DAASC_24876_1,tender,tender,1,29-09-2022,2022_DAASC_24876_1,A/E/4210/XXV/KC/BID/21-22/238,"Construction of Knowledge Centre with training hall at Moran, Dibrugarh District",Works,Open Tender,Works,Civil Works,NA,No,No,"1,03,16,485",29-03-2022 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,12-04-2022 10:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_SWD_22759_1,tender,tender,1,29-09-2022,2021_SWD_22759_1,"DSW(ICDS)G/114/2021/13, dt 07/09/2021",Supply of Plastic Table and Chair,Goods,Open Tender,Supply,Furniture/ Fixture,NA,No,No,,09-08-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,210,No,Offline,NA,Financial Evaluation,NA,assessment,Price Bid Opening Date,NA,05-10-2021 11:00,NA,Social Welfare Department,2021-2022
ocds-kjhdrl-2021_DoWR_23796_2,tender,tender,1,29-09-2022,2021_DoWR_23796_2,NAGAON/2021-22/SOPD-FDR/I,Anti-Erosion measures to protect village Kuruabahi and its adjoining areas from the erosion of river Nonoi. RETENDER,Works,Open Tender,Works,Civil Works,NA,No,No,"2,37,80,167",27-01-2022 18:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,6,assessment,Price Bid Opening Date,NA,03-02-2022 15:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2021_DAASC_23257_7,tender,tender,1,29-09-2022,2021_DAASC_23257_7,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Gauripur-Near DDRMC office Gauripur-Modhusolmari,Works,Open Tender,Works,Civil Works,NA,No,Yes,"60,00,000",24-12-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,AOC,12,assessment,Price Bid Opening Date,NA,29-12-2021 12:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_APDCL_22505_1,tender,tender,1,29-09-2022,2021_APDCL_22505_1,APDCL/SOPD/AWC and PS/2021/RNG EC/02,Electrification of Anganwadi Centres and Primary Schools under PKG No. RNG EC/02,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"99,99,763",25-08-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Both(Online/Offline),NA,AOC,5,assessment,Price Bid Opening Date,NA,15-09-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_PWBNH_22119_1,tender,tender,1,29-09-2022,2021_PWBNH_22119_1,GMC.28/2021/3 Dated Guwahati the 3rd July 2021,"Set up of ICU at Ground Floor and 1st Floor (North Part) in Singimari Model Hospital, Kamrup, Assam for the Financial Year 2021-22",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"2,16,39,700",07-05-2021 18:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,20-07-2021 13:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2022_DoWR_24811_1,tender,tender,1,29-09-2022,2022_DoWR_24811_1,GOALPARA/2021-22/SDRF/II,Immediate measures for restoration of Kathuri-Chilarvita area from flood devastation of river Brahmaputra under SDRF for 2021-22,Works,Open Tender,Works,Civil Works,NA,No,No,"2,99,99,648",21-03-2022 18:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,01-04-2022 14:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2022_PCCF_24476_1,tender,tender,1,29-09-2022,2022_PCCF_24476_1,FG.22/CAMPA/E-TENDER/EAC,Erection of Fitting and Fixing of Fencing Material,Works,Open Tender,Fixed-rate,Civil Works,NA,No,No,"32,23,809",28-02-2022 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,30,No,Online,NA,AOC,5,assessment,Price Bid Opening Date,NA,04-04-2022 11:00,NA,Pr. Chief Conservator of Forest and Head of Forest Force,2021-2022
ocds-kjhdrl-2021_UDD_19929_1,tender,tender,1,29-09-2022,2021_UDD_19929_1,TP/IDS/19/2020/5 dt. 30/12/2020,"INFRASTRUCTURE DEVELOPMENT SCHEME AT JAGIROAD,PART-III( Construction of Multi-purpose Auditorium at Jagiroad)",Works,Open Tender,Works,Civil Works - Building,NA,No,No,"4,25,76,236",01-04-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Online,NA,AOC,3,assessment,Price Bid Opening Date,NA,21-01-2021 11:30,NA,Urban Development Department,2021-2022
ocds-kjhdrl-2022_PWBNH_24802_1,tender,tender,1,29-09-2022,2022_PWBNH_24802_1,CE/TB-IV/33/2022/2 Dated Guwahati 7th Mar 2022,"PMC services for Construction of Convention Centre cum State Guest House at Guwahati, Assam",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"1,93,14,36,858",21-03-2022 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Bid Opening,NA,assessment,Price Bid Opening Date,NA,08-04-2022 16:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_DAASC_23172_24,tender,tender,1,29-09-2022,2021_DAASC_23172_24,AGRI/ENGG/4874 /KC-XXVI /Bid/ 2020-21/10 11.10,"Construction of Thirty nos of Knowledge centre with training hall under RIDF, XXVI-Kokrajhar-Dotma",Works,Open Tender,Item Rate,Construction Works,NA,No,No,"1,03,16,485",20-10-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,22-11-2021 12:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
